时间, 账本, 类型, 一级分类, 二级分类, 金额, 账户, 报销, 备注
2025/06/23 16:34:10,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/06/23 16:31:16,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/06/23 12:47:33,日常账本,支出,游戏,,-99.0,微信钱包,,Q币
2025/06/23 10:28:08,日常账本,收入,其他,,60.0,微信钱包,,F-妈的红包
2025/06/23 10:04:10,日常账本,支出,其它,,-60.0,微信钱包,,送水
2025/06/23 09:52:16,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/22 10:31:17,日常账本,支出,购物,,-3.5,微信钱包,,辣椒和蒜
2025/06/22 10:00:54,日常账本,支出,其它,,-1.0,支付宝,,阿里云
2025/06/21 12:37:39,日常账本,支出,餐饮,,-62.0,微信钱包,,炒菜
2025/06/21 12:07:31,日常账本,支出,饮品,,-8.0,微信钱包,,饮料
2025/06/20 19:25:22,日常账本,支出,餐饮,,-12.0,微信钱包,,正新鸡排
2025/06/20 19:23:54,日常账本,支出,餐饮,,-4.0,微信钱包,,包子
2025/06/20 18:15:31,日常账本,支出,交通,,-100.0,支付宝,,交联云充值
2025/06/20 14:06:54,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/06/20 10:28:27,日常账本,支出,购物,,-61.88,微信钱包,,洗面奶
2025/06/20 09:39:13,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/19 23:13:12,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/19 20:31:10,日常账本,收入,其他,,43.0,微信钱包,,
2025/06/19 20:30:38,日常账本,支出,餐饮,,-90.0,微信钱包,,
2025/06/19 19:14:40,日常账本,支出,其它,,-10.0,微信钱包,,西安培华学院
2025/06/19 17:42:35,日常账本,支出,饮品,,-5.0,微信钱包,,椰子水
2025/06/19 17:35:49,日常账本,支出,其它,,-2.3,微信钱包,,西安市长安区双鱼复印部
2025/06/19 15:19:40,日常账本,收入,咸鱼收入,,1.99,支付宝,,黑马程序员24年11月线下班资料，包括ai内容。
2025/06/19 12:48:56,日常账本,支出,餐饮,,-23.9,微信钱包,,塔斯汀
2025/06/19 12:45:11,日常账本,支出,其它,,-12.5,微信钱包,,西安市长安区双鱼复印部
2025/06/19 01:30:57,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/06/18 20:11:08,日常账本,支出,餐饮,,-15.18,微信钱包,,冒菜
2025/06/18 17:33:51,日常账本,支出,零食,,-2.0,微信钱包,,玉米肠
2025/06/18 17:32:53,日常账本,支出,零食,,-11.0,微信钱包,,薯片，饮料，卤蛋
2025/06/18 16:28:42,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/06/18 13:34:04,日常账本,支出,餐饮,,-2.0,微信钱包,,红肠
2025/06/18 13:33:29,日常账本,支出,饮品,,-4.5,微信钱包,,百事可乐
2025/06/18 12:43:47,日常账本,支出,餐饮,,-41.0,微信钱包,,魏斯理汉堡
2025/06/18 08:05:22,日常账本,收入,咸鱼收入,,3.0,支付宝,,web3
2025/06/17 23:11:32,日常账本,支出,其它,,-5.3,支付宝,,Gemini虚拟卡自动发货绑定认证最后一步edu
2025/06/17 22:36:01,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/17 16:01:18,日常账本,支出,餐饮,,-29.0,微信钱包,,塔斯汀
2025/06/17 15:31:42,日常账本,收入,咸鱼收入,,2.85,支付宝,,#【Go语言微服务实战课程】&mdash;&mdash;开启微服务开发新征程！
2025/06/17 11:50:19,日常账本,支出,水果捞,,-15.7,微信钱包,,商户_张春燕
2025/06/17 11:37:20,日常账本,支出,餐饮,,-13.9,微信钱包,,大块牛肉饭
2025/06/17 08:35:34,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/16 20:22:19,日常账本,支出,饮品,,-11.5,微信钱包,,学子校园超市
2025/06/16 19:18:09,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/06/16 14:21:52,日常账本,支出,饮品,,-8.0,微信钱包,,饮料
2025/06/16 11:46:59,日常账本,支出,餐饮,,-16.0,微信钱包,,烤牛肉拌饭
2025/06/16 11:44:31,日常账本,支出,饮品,,-5.0,微信钱包,,元气森林
2025/06/16 11:01:25,日常账本,支出,游戏,,-6.0,微信钱包,,深圳市腾讯天游科技有限公司
2025/06/16 09:45:52,日常账本,收入,咸鱼收入,,3.0,微信钱包,,二维码收款
2025/06/15 21:50:12,日常账本,支出,零食,,-2.0,微信钱包,,肠
2025/06/15 21:45:00,日常账本,支出,饮品,,-5.0,微信钱包,,饮料
2025/06/15 21:43:23,日常账本,支出,餐饮,,-12.0,微信钱包,,正新鸡排（培华学院校内店）
2025/06/15 21:41:18,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/06/15 21:06:53,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/15 17:51:52,日常账本,支出,餐饮,,-10.9,微信钱包,,塔斯汀
2025/06/15 17:46:37,日常账本,收入,咸鱼收入,,1.79,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/06/15 13:41:22,日常账本,收入,其他,,10.0,微信钱包,,F-妈的红包
2025/06/15 13:29:34,日常账本,支出,其它,,-10.0,支付宝,,收钱码收款
2025/06/15 09:24:07,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/06/14 17:15:44,日常账本,收入,其他,,0.3,微信钱包,,元气森林现金红包-0.3元
2025/06/14 12:36:05,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/06/14 12:14:13,日常账本,支出,其它,,-4.97,中信银行,,蜜雪冰城
2025/06/14 11:16:41,日常账本,收入,其他,,44.01,中信银行,,网盘推广
2025/06/14 04:43:32,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/06/14 00:56:04,日常账本,收入,咸鱼收入,,3.0,支付宝,,web3
2025/06/13 23:20:28,日常账本,支出,住房,电费,-12.5,微信钱包,,【18号公寓->4楼->410房间空调用电】电费充值
2025/06/13 22:18:02,日常账本,支出,饮品,,-1.0,微信钱包,,柠檬水
2025/06/13 22:14:39,日常账本,支出,其它,,-3.95,微信钱包,,防尘膜
2025/06/13 20:52:20,日常账本,支出,餐饮,,-22.9,微信钱包,,消费：西安市培华学院漫威餐厅店
2025/06/13 20:03:30,日常账本,支出,购物,,-380.9,微信钱包,,欧莱雅小白瓶
2025/06/13 13:36:16,日常账本,支出,餐饮,,-55.0,微信钱包,,百特喜·意大利餐厅-美团App-25061311100400001302270440450778
2025/06/13 08:00:42,日常账本,支出,饮品,,-5.8,支付宝,,友宝货柜
2025/06/12 18:24:12,日常账本,支出,水果捞,,-14.6,微信钱包,,微信主扫静态码消费
2025/06/12 17:59:29,日常账本,支出,饮品,,-7.0,微信钱包,,账单付款
2025/06/12 17:56:55,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/06/12 17:16:12,日常账本,支出,游戏,,-6.0,微信钱包,,支付订单(为2**933购买)
2025/06/12 10:03:53,日常账本,支出,饮品,,-5.0,微信钱包,,饮料
2025/06/11 23:03:41,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/06/11 22:15:05,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/06/11 20:41:03,日常账本,支出,餐饮,,-59.0,微信钱包,,魏斯理汉堡
2025/06/11 18:31:40,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/11 14:01:06,日常账本,支出,饮品,,-9.0,微信钱包,,5学子超市老店消费
2025/06/11 13:32:45,日常账本,收入,咸鱼收入,,1.79,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/06/11 12:06:52,日常账本,支出,餐饮,,-13.9,微信钱包,,大块牛肉饭
2025/06/11 11:05:00,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/06/11 10:15:16,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/11 09:06:35,日常账本,支出,餐饮,,-4.0,微信钱包,,早餐
2025/06/11 00:27:06,日常账本,收入,咸鱼收入,,1.79,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/06/10 21:35:24,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/06/10 21:34:58,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/10 20:50:36,日常账本,支出,零食,,-2.0,微信钱包,,红肠
2025/06/10 20:50:10,日常账本,支出,饮品,,-8.0,微信钱包,,饮料
2025/06/10 18:55:02,日常账本,支出,其它,,-10.0,微信钱包,,驾照工本费西安市公安局交通警察支队:机动车驾驶证工本费（70%-30%市省）
2025/06/10 18:53:12,日常账本,收入,其他,,240.0,微信钱包,,包科三补考费
2025/06/10 18:51:17,日常账本,支出,其它,,-120.0,微信钱包,,科三补考西安市公安局交通警察支队:道路驾驶技能考试（70%-30%市省）
2025/06/10 18:30:52,日常账本,收入,其他,,3.5,微信钱包,,京东商城平台商户-退款
2025/06/10 17:46:00,日常账本,支出,游戏,,-6.0,微信钱包,,60点券*1(为2**933购买)
2025/06/10 17:37:28,日常账本,支出,餐饮,,-18.0,微信钱包,,晚餐
2025/06/10 15:33:59,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/10 14:56:32,日常账本,支出,其它,,-27.7,支付宝,,理发
2025/06/10 12:58:47,日常账本,收入,其他,,900.0,微信钱包,,微信转账
2025/06/10 12:43:01,日常账本,支出,其它,,-0.5,微信钱包,,快件畅存费
2025/06/10 11:31:10,日常账本,支出,饮品,,-5.0,微信钱包,,饮料
2025/06/10 08:54:44,日常账本,支出,其它,,-1.0,微信钱包,,小包纸
2025/06/09 20:46:23,日常账本,支出,餐饮,,-19.0,微信钱包,,外卖
2025/06/09 19:55:47,日常账本,支出,其它,,-118.0,支付宝,,抖音生活服务商家
2025/06/09 17:36:31,日常账本,收入,其他,,36.0,支付宝,,流量卡
2025/06/09 14:36:59,日常账本,收入,咸鱼收入,,3.0,支付宝,,web3
2025/06/09 13:13:58,日常账本,收入,红包,,0.17,微信钱包,,微信红包-来自决斗呆呆鸟
2025/06/09 11:38:10,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/06/09 10:52:58,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/09 09:48:14,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/09 09:22:21,日常账本,支出,交通,打车,-9.4,微信钱包,,先乘后付
2025/06/09 08:28:10,日常账本,支出,饮品,,-5.0,微信钱包,,尖叫
2025/06/08 20:15:53,日常账本,支出,餐饮,,-21.0,微信钱包,,牛肉面
2025/06/08 19:38:35,日常账本,支出,其它,,-900.0,招商银行,,驾校
2025/06/08 19:14:06,日常账本,支出,其它,,-20.0,微信钱包,,刮刮乐
2025/06/08 17:29:11,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/06/08 13:47:06,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/06/08 12:13:27,日常账本,支出,其它,,-0.2,微信钱包,,双鱼复印店-打印费
2025/06/08 12:07:21,日常账本,支出,其它,,-179.0,支付宝,,抖音生活服务商家
2025/06/08 10:26:47,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/08 06:49:14,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/08 00:36:06,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/07 20:28:00,日常账本,支出,餐饮,,-25.9,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2025/06/07 12:16:16,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/07 09:11:04,日常账本,收入,其他,,1.66,微信钱包,,揭盖扫码赢金条
2025/06/07 08:00:53,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/07 00:56:48,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/06/06 21:42:49,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/06/06 14:51:22,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/06 12:29:11,日常账本,支出,饮品,,-3.0,微信钱包,,可乐
2025/06/06 12:08:07,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2025/06/06 10:35:37,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/06 08:08:18,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/05 21:44:36,日常账本,支出,零食,,-9.5,微信钱包,,零食
2025/06/05 21:15:11,日常账本,收入,其他,,0.33,微信钱包,,微信红包-来自@Hope🍬
2025/06/05 20:55:50,日常账本,收入,其他,,150.0,支付宝,,卖拍立得提成
2025/06/05 18:19:17,日常账本,支出,水果捞,,-11.8,微信钱包,,水果捞
2025/06/05 18:16:31,日常账本,支出,住房,电费,-12.5,微信钱包,,
2025/06/05 18:10:23,日常账本,支出,零食,,-3.0,微信钱包,,烤肠
2025/06/05 17:58:15,日常账本,支出,餐饮,,-13.0,微信钱包,,白斩鸡饭
2025/06/05 16:49:55,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/05 16:07:01,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/05 15:23:31,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/05 13:46:39,日常账本,收入,咸鱼收入,,2.7,支付宝,,解锁B站宝藏充电视频合集，超值内容独家享！
2025/06/05 12:28:46,日常账本,支出,饮品,,-5.0,微信钱包,,元气森林
2025/06/05 12:12:06,日常账本,支出,餐饮,,-13.9,微信钱包,,牛肉饭
2025/06/05 11:52:17,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/04 23:06:40,日常账本,支出,其它,,-3.0,支付宝,,DriverEasy专业版，电脑驱动程序检测管理下载备份
2025/06/04 22:13:41,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/04 21:28:56,日常账本,支出,零食,,-10.0,微信钱包,,零食
2025/06/04 17:45:19,日常账本,支出,餐饮,,-36.0,微信钱包,,魏斯理汉堡
2025/06/04 17:00:00,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/04 14:08:30,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/04 12:32:26,日常账本,支出,饮品,,-6.0,微信钱包,,矿泉水
2025/06/04 12:09:45,日常账本,支出,餐饮,,-14.0,微信钱包,,地锅鸡
2025/06/04 10:16:50,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/04 07:54:41,日常账本,支出,其它,,-0.2,微信钱包,,留白打印-普通打印-DYS268U80351T1748994877726
2025/06/04 01:38:34,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/03 23:22:57,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/06/03 22:38:52,日常账本,收入,咸鱼收入,,1.0,支付宝,,闲鱼转账
2025/06/03 22:15:03,日常账本,支出,其它,,-1.0,支付宝,,islide会员1r/天，5r/一周，立即用
2025/06/03 21:05:04,日常账本,支出,游戏,,-6.0,微信钱包,,60点券*1(为2**933购买)
2025/06/03 19:44:54,日常账本,收入,其他,,1.96,招商银行,,利息
2025/06/03 19:29:24,日常账本,收入,零钱通,,1.08,微信钱包,,
2025/06/03 18:50:36,日常账本,支出,饮品,,-5.0,微信钱包,,冰茶
2025/06/03 18:34:10,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/06/03 12:55:52,日常账本,支出,餐饮,,-13.9,微信钱包,,番茄牛肉饭
2025/06/03 12:38:31,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/03 10:21:41,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/03 09:55:43,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/03 08:03:54,日常账本,支出,饮品,,-5.0,微信钱包,,元气森林
2025/06/03 07:33:55,日常账本,支出,服饰,,-78.21,微信钱包,,裤子
2025/06/03 02:00:23,日常账本,收入,咸鱼收入,,3.0,支付宝,,web3
2025/06/02 21:55:41,日常账本,支出,零食,,-15.0,微信钱包,,零食
2025/06/02 20:19:41,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/06/02 20:01:24,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/06/02 19:24:13,日常账本,支出,饮品,,-3.0,微信钱包,,矿泉水
2025/06/02 17:18:10,日常账本,支出,餐饮,,-22.9,微信钱包,,消费：西安市培华学院漫威餐厅店
2025/06/02 15:49:59,日常账本,支出,其它,,-9.5,支付宝,,快递费
2025/06/02 13:31:57,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/02 12:07:07,日常账本,收入,咸鱼收入,,2.85,支付宝,,#【Go语言微服务实战课程】&mdash;&mdash;开启微服务开发新征程！
2025/06/02 10:34:10,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/01 22:40:39,日常账本,收入,其他,,2.0,支付宝,,支付宝商家服务-收款记录
2025/06/01 17:24:49,日常账本,支出,餐饮,,-20.4,支付宝,,猪脚饭
2025/06/01 15:02:16,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/06/01 12:09:04,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/31 21:07:10,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/31 09:10:42,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/30 23:38:26,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/30 22:29:03,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/30 22:25:46,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/30 22:12:13,日常账本,收入,咸鱼收入,,3.0,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/30 21:57:37,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/30 19:48:58,日常账本,收入,其他,,16.8,中信银行,,网盘推广
2025/05/30 19:19:08,日常账本,收入,咸鱼收入,,1.79,支付宝,,mksz922-DeepSeek+SpringAI实战AI家
2025/05/30 17:07:15,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/30 14:17:15,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/30 13:33:28,日常账本,支出,餐饮,,-14.0,微信钱包,,午饭
2025/05/30 13:26:31,日常账本,支出,日用,,-6.9,支付宝,,洗衣液
2025/05/30 12:32:00,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/30 08:44:07,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/30 08:00:21,日常账本,支出,饮品,,-3.5,微信钱包,,矿泉水
2025/05/29 19:59:31,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/29 19:31:32,日常账本,支出,其它,,-1.0,支付宝,,充值:阿里云服务购买,业务交易号:CFP202505291931269701
2025/05/29 19:02:07,日常账本,支出,餐饮,,-11.0,微信钱包,,饭
2025/05/29 17:58:32,日常账本,支出,餐饮,,-22.9,微信钱包,,消费：西安市培华学院漫威餐厅店
2025/05/29 17:15:37,日常账本,支出,其它,,-55.0,微信钱包,,微信转账（大数据作业）
2025/05/29 13:49:24,日常账本,收入,咸鱼收入,,2.7,支付宝,,web3
2025/05/29 12:17:00,日常账本,支出,餐饮,,-13.9,微信钱包,,番茄牛肉饭
2025/05/29 11:14:50,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/29 10:06:05,日常账本,支出,饮品,,-5.5,微信钱包,,苏打水
2025/05/29 09:57:56,日常账本,支出,餐饮,,-2.8,微信钱包,,包子
2025/05/29 06:35:03,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/28 20:03:56,日常账本,支出,餐饮,,-14.4,微信钱包,,烤肉拌饭
2025/05/28 19:41:04,日常账本,支出,其它,,-2.0,微信钱包,,门店消费
2025/05/28 17:42:13,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/28 16:17:15,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/28 15:27:35,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/28 12:15:53,日常账本,支出,饮品,,-8.0,微信钱包,,矿泉水
2025/05/28 12:10:54,日常账本,支出,餐饮,,-14.3,微信钱包,,番茄牛肉饭
2025/05/28 11:42:49,日常账本,收入,咸鱼收入,,1.99,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/28 10:07:16,日常账本,支出,餐饮,,-2.8,微信钱包,,包子
2025/05/28 09:03:45,日常账本,支出,其它,,-1.0,支付宝,,充值:阿里云服务购买,业务交易号:CFP202505280903405457
2025/05/27 23:08:52,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/27 21:21:01,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/27 20:47:10,日常账本,支出,餐饮,,-20.9,微信钱包,,消费：西安市培华学院漫威餐厅店
2025/05/27 19:46:26,日常账本,支出,饮品,,-6.0,微信钱包,,矿泉水
2025/05/27 17:58:03,日常账本,支出,日用,,-10.0,微信钱包,,卫生纸
2025/05/27 15:25:35,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/27 13:39:31,日常账本,支出,餐饮,,-15.0,微信钱包,,午饭
2025/05/27 10:08:07,日常账本,支出,餐饮,,-5.6,微信钱包,,包子
2025/05/27 09:13:31,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/27 09:04:42,日常账本,支出,饮品,,-3.0,微信钱包,,百岁山
2025/05/26 22:59:10,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/26 22:25:11,日常账本,收入,咸鱼收入,,1.99,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/26 21:14:31,日常账本,支出,饮品,,-3.0,微信钱包,,百岁山
2025/05/26 21:13:12,日常账本,支出,饮品,,-7.5,微信钱包,,矿泉水
2025/05/26 20:38:03,日常账本,支出,其它,,-30.0,微信钱包,,水卡
2025/05/26 20:24:58,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/26 19:59:24,日常账本,支出,饮品,,-6.0,微信钱包,,外星人电解质
2025/05/26 18:14:15,日常账本,支出,购物,,-31.92,微信钱包,,活血止痛膏
2025/05/26 12:12:08,日常账本,支出,餐饮,,-12.0,微信钱包,,饭
2025/05/26 11:31:03,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/26 11:19:25,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/26 10:06:51,日常账本,支出,零食,,-3.5,微信钱包,,零食
2025/05/26 10:01:17,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/26 09:13:48,日常账本,收入,咸鱼收入,,1.79,支付宝,,黑马DeepSeek+SpringAi大模型，黑马25年3月
2025/05/26 08:07:41,日常账本,支出,游戏,,-40.0,微信钱包,,QQ会员
2025/05/26 00:02:37,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/05/25 21:50:48,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
2025/05/25 21:32:14,日常账本,支出,其它,,-5.0,微信钱包,,洗衣服
2025/05/25 20:49:06,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/05/25 19:35:44,日常账本,支出,饮品,,-6.0,微信钱包,,矿泉水
2025/05/25 19:19:31,日常账本,支出,餐饮,,-13.9,微信钱包,,番茄牛肉饭
2025/05/25 18:37:14,日常账本,收入,咸鱼收入,,1.79,支付宝,,尚硅谷Java最新11月北京总部线下班，包括最新ai项目。
